,Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
8447,Multiple carriers,Delhi,Cochin,1,9646,385.0,9,45,16,10,June,Thursday
8448,SpiceJet,Kolkata,Banglore,0,3841,140.0,22,20,0,40,June,Thursday
8449,SpiceJet,Delhi,Cochin,1,4957,375.0,16,35,22,50,March,Thursday
8450,IndiGo,Kolkata,Banglore,0,4148,160.0,21,25,0,5,March,Saturday
8451,Jet Airways,Banglore,New Delhi,1,26890,375.0,22,50,5,5,March,Friday
8452,Jet Airways,Delhi,Cochin,2,8834,1475.0,19,10,19,45,March,Wednesday
8453,IndiGo,Delhi,Cochin,1,5241,345.0,2,0,7,45,April,Wednesday
8454,Jet Airways,Delhi,Cochin,0,7989,195.0,11,0,14,15,May,Monday
8455,IndiGo,Delhi,Cochin,1,5883,895.0,10,35,1,30,June,Wednesday
8456,Air Asia,Kolkata,Banglore,1,6857,220.0,6,50,10,30,May,Saturday
8457,SpiceJet,Banglore,New Delhi,1,5822,485.0,15,35,23,40,March,Friday
8458,Jet Airways,Delhi,Cochin,1,10262,805.0,15,0,4,25,June,Sunday
8459,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,June,Wednesday
8460,SpiceJet,Banglore,Delhi,0,4991,170.0,9,30,12,20,April,Sunday
8461,Jet Airways,Banglore,New Delhi,1,16736,935.0,5,45,21,20,March,Wednesday
8462,Jet Airways,Delhi,Cochin,2,18804,440.0,11,40,19,0,June,Wednesday
8463,IndiGo,Delhi,Cochin,1,6442,835.0,8,35,22,30,June,Saturday
8464,Air India,Kolkata,Banglore,0,5170,150.0,14,15,16,45,March,Monday
8465,SpiceJet,Banglore,New Delhi,0,4377,170.0,20,30,23,20,March,Monday
8466,Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,June,Sunday
8467,SpiceJet,Banglore,Delhi,0,3573,160.0,5,55,8,35,June,Thursday
8468,Jet Airways,Delhi,Cochin,1,17024,1575.0,17,30,19,45,March,Wednesday
8469,Air Asia,Banglore,Delhi,0,3383,170.0,4,55,7,45,May,Tuesday
8470,Jet Airways,Banglore,New Delhi,1,27992,375.0,14,5,20,20,March,Friday
8471,Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,May,Sunday
8472,Jet Airways,Banglore,New Delhi,1,9134,280.0,5,45,10,25,March,Friday
8473,Air India,Mumbai,Hyderabad,0,3100,85.0,15,0,16,25,June,Friday
8474,Multiple carriers,Delhi,Cochin,1,13727,720.0,9,0,21,0,May,Wednesday
8475,Vistara,Kolkata,Banglore,1,8452,790.0,7,10,20,20,April,Monday
8476,Jet Airways,Delhi,Cochin,1,14714,540.0,10,0,19,0,June,Monday
8477,Jet Airways,Banglore,New Delhi,1,7280,370.0,9,45,15,55,March,Friday
8478,Air India,Mumbai,Hyderabad,2,18797,205.0,13,30,16,55,March,Wednesday
8479,IndiGo,Mumbai,Hyderabad,0,2754,90.0,12,0,13,30,June,Monday
8480,Air Asia,Kolkata,Banglore,0,4409,150.0,22,50,1,20,June,Monday
8481,IndiGo,Delhi,Cochin,0,5021,195.0,14,20,17,35,April,Saturday
8482,Jet Airways,Mumbai,Hyderabad,0,8040,90.0,6,30,8,0,March,Saturday
8483,Air India,Delhi,Cochin,1,10454,615.0,9,0,19,15,June,Saturday
8484,Multiple carriers,Delhi,Cochin,1,10197,525.0,3,50,12,35,May,Wednesday
8485,Air India,Banglore,Delhi,0,5228,165.0,6,10,8,55,May,Sunday
8486,Jet Airways,Delhi,Cochin,1,14714,300.0,14,0,19,0,June,Sunday
8487,Air India,Banglore,New Delhi,0,7276,165.0,6,10,8,55,March,Friday
8488,IndiGo,Delhi,Cochin,1,7731,355.0,2,35,8,30,March,Wednesday
8489,Air Asia,Kolkata,Banglore,1,6857,215.0,19,55,23,30,May,Saturday
8490,Air India,Banglore,Delhi,0,6961,180.0,5,45,8,45,June,Tuesday
8491,Jet Airways,Delhi,Cochin,2,7791,1060.0,10,45,4,25,March,Thursday
8492,IndiGo,Banglore,New Delhi,0,4777,170.0,10,10,13,0,March,Thursday
8493,Jet Airways,Delhi,Cochin,1,16289,550.0,19,15,4,25,March,Saturday
8494,Jet Airways,Kolkata,Banglore,1,12681,585.0,18,55,4,40,April,Monday
8495,IndiGo,Banglore,Delhi,0,4823,175.0,18,25,21,20,April,Saturday
8496,Jet Airways,Delhi,Cochin,2,13014,1615.0,9,40,12,35,June,Sunday
8497,Jet Airways,Delhi,Cochin,1,5406,715.0,7,5,19,0,April,Saturday
8498,Multiple carriers,Delhi,Cochin,1,9315,690.0,7,30,19,0,May,Wednesday
8499,Air India,Delhi,Cochin,1,7480,1255.0,12,30,9,25,May,Thursday
8500,Jet Airways,Banglore,New Delhi,1,14815,305.0,14,5,19,10,March,Monday
8501,Air India,Kolkata,Banglore,1,12173,1185.0,20,30,16,15,March,Sunday
8502,Air India,Banglore,New Delhi,2,7664,1075.0,5,50,23,45,March,Friday
8503,Air India,Delhi,Cochin,2,12777,1560.0,17,15,19,15,June,Thursday
8504,Multiple carriers,Delhi,Cochin,1,8837,705.0,7,30,19,15,May,Monday
8505,Jet Airways,Kolkata,Banglore,1,10844,775.0,21,10,10,5,May,Wednesday
8506,Jet Airways,Kolkata,Banglore,1,14571,800.0,6,30,19,50,May,Friday
8507,IndiGo,Delhi,Cochin,1,6093,810.0,7,30,21,0,June,Saturday
8508,IndiGo,Delhi,Cochin,1,7514,455.0,8,35,16,10,March,Wednesday
8509,IndiGo,Delhi,Cochin,0,6015,195.0,14,25,17,40,May,Saturday
8510,Jet Airways,Delhi,Cochin,1,12898,1105.0,10,0,4,25,May,Tuesday
8511,Air India,Delhi,Cochin,1,8792,1455.0,19,0,19,15,June,Saturday
8512,IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,May,Wednesday
8513,SpiceJet,Banglore,Delhi,0,3919,160.0,5,55,8,35,April,Monday
8514,IndiGo,Chennai,Kolkata,0,3597,140.0,13,15,15,35,May,Wednesday
8515,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,5,45,7,15,May,Tuesday
8516,Air Asia,Banglore,Delhi,0,3383,170.0,23,55,2,45,June,Thursday
8517,SpiceJet,Mumbai,Hyderabad,0,1965,90.0,22,45,0,15,June,Tuesday
8518,Jet Airways,Delhi,Cochin,1,10262,620.0,2,15,12,35,June,Monday
8519,Jet Airways,Delhi,Cochin,1,17234,745.0,16,0,4,25,March,Sunday
8520,Jet Airways,Kolkata,Banglore,1,14178,520.0,20,0,4,40,June,Sunday
8521,IndiGo,Delhi,Cochin,1,5636,325.0,2,0,7,25,June,Monday
8522,IndiGo,Banglore,Delhi,0,4823,175.0,18,55,21,50,April,Monday
8523,Air India,Delhi,Cochin,1,7480,1255.0,12,30,9,25,May,Tuesday
8524,Jet Airways,Kolkata,Banglore,1,14571,1285.0,18,55,16,20,June,Sunday
8525,IndiGo,Mumbai,Hyderabad,0,13999,90.0,9,10,10,40,March,Friday
8526,Jet Airways,Kolkata,Banglore,1,14151,1480.0,20,25,21,5,May,Saturday
8527,Air India,Banglore,Delhi,0,6121,170.0,21,5,23,55,May,Wednesday
8528,SpiceJet,Chennai,Kolkata,0,3543,135.0,8,20,10,35,May,Friday
8529,Air India,Delhi,Cochin,2,10651,1410.0,19,45,19,15,May,Saturday
8530,Jet Airways,Delhi,Cochin,2,15129,1760.0,23,5,4,25,May,Tuesday
8531,IndiGo,Delhi,Cochin,1,6582,315.0,7,15,12,30,June,Monday
8532,Jet Airways,Delhi,Cochin,2,15544,425.0,5,30,12,35,May,Monday
8533,IndiGo,Delhi,Cochin,1,8574,420.0,18,35,1,35,March,Wednesday
8534,IndiGo,Mumbai,Hyderabad,0,4784,90.0,2,30,4,0,March,Saturday
8535,IndiGo,Delhi,Cochin,1,6818,425.0,5,5,12,10,June,Monday
8536,Jet Airways,Banglore,New Delhi,1,25735,1165.0,14,5,9,30,March,Friday
8537,Jet Airways,Delhi,Cochin,2,9483,1775.0,13,25,19,0,April,Tuesday
8538,Jet Airways,Delhi,Cochin,2,10368,1025.0,19,30,12,35,June,Monday
8539,Multiple carriers,Delhi,Cochin,1,8073,720.0,9,0,21,0,May,Wednesday
8540,IndiGo,Kolkata,Banglore,0,4778,165.0,22,10,0,55,March,Friday
8541,Jet Airways,Kolkata,Banglore,1,13941,520.0,20,0,4,40,May,Saturday
8542,Jet Airways,Kolkata,Banglore,1,10844,365.0,16,30,22,35,May,Wednesday
8543,Jet Airways,Kolkata,Banglore,1,10844,800.0,6,30,19,50,May,Thursday
8544,SpiceJet,Kolkata,Banglore,0,3841,145.0,9,0,11,25,May,Friday
8545,Jet Airways,Kolkata,Banglore,1,10844,590.0,6,30,16,20,May,Wednesday
8546,Jet Airways,Delhi,Cochin,2,8728,820.0,5,10,18,50,March,Wednesday
8547,Jet Airways,Kolkata,Banglore,1,11467,1080.0,20,25,14,25,May,Wednesday
8548,Multiple carriers,Delhi,Cochin,1,15078,390.0,9,0,15,30,March,Wednesday
8549,Multiple carriers,Delhi,Cochin,1,7198,510.0,17,0,1,30,June,Thursday
8550,Air India,Delhi,Cochin,1,8372,640.0,21,0,7,40,June,Monday
8551,Multiple carriers,Delhi,Cochin,1,7308,570.0,16,0,1,30,May,Monday
8552,SpiceJet,Delhi,Cochin,1,4414,270.0,8,45,13,15,March,Wednesday
8553,IndiGo,Kolkata,Banglore,0,5224,150.0,14,25,16,55,April,Thursday
8554,Jet Airways,Banglore,New Delhi,1,7832,625.0,5,45,16,10,March,Thursday
8555,IndiGo,Banglore,New Delhi,0,6860,165.0,1,30,4,15,March,Saturday
8556,Multiple carriers,Delhi,Cochin,1,15136,755.0,13,0,1,35,March,Wednesday
8557,Jet Airways,Delhi,Cochin,1,5963,1665.0,16,0,19,45,March,Wednesday
8558,Air India,Delhi,Cochin,2,8665,1305.0,21,30,19,15,March,Wednesday
8559,Jet Airways,Delhi,Cochin,2,15129,1760.0,23,5,4,25,May,Tuesday
8560,SpiceJet,Kolkata,Banglore,0,3841,150.0,17,10,19,40,May,Saturday
8561,Multiple carriers,Delhi,Cochin,1,13377,930.0,10,0,1,30,June,Sunday
8562,Jet Airways,Delhi,Cochin,2,16914,1380.0,5,25,4,25,March,Saturday
8563,Jet Airways,Delhi,Cochin,1,10262,1005.0,2,15,19,0,June,Sunday
8564,IndiGo,Kolkata,Banglore,1,5386,280.0,17,35,22,15,May,Thursday
8565,Jet Airways,Kolkata,Banglore,1,14388,450.0,21,10,4,40,May,Wednesday
8566,Jet Airways,Delhi,Cochin,2,15129,810.0,5,30,19,0,May,Monday
8567,IndiGo,Delhi,Cochin,1,6442,635.0,11,55,22,30,May,Wednesday
8568,Jet Airways,Delhi,Cochin,2,10368,1025.0,19,30,12,35,June,Monday
8569,Jet Airways,Delhi,Cochin,1,12767,1670.0,15,0,18,50,March,Thursday
8570,Jet Airways,Delhi,Cochin,1,10262,805.0,15,0,4,25,June,Thursday
8571,Multiple carriers,Delhi,Cochin,1,7408,780.0,8,0,21,0,June,Wednesday
8572,Multiple carriers,Delhi,Cochin,1,13587,660.0,10,0,21,0,June,Thursday
8573,Air India,Kolkata,Banglore,1,8891,905.0,16,50,7,55,May,Wednesday
8574,IndiGo,Delhi,Cochin,1,5883,895.0,10,35,1,30,June,Thursday
8575,Jet Airways,Delhi,Cochin,1,10262,1415.0,13,0,12,35,June,Thursday
8576,Jet Airways,Kolkata,Banglore,1,10844,1415.0,21,10,20,45,June,Sunday
8577,Jet Airways,Kolkata,Banglore,1,14781,800.0,6,30,19,50,May,Thursday
8578,IndiGo,Chennai,Kolkata,0,6297,145.0,14,40,17,5,March,Friday
8579,Air Asia,Kolkata,Banglore,0,4409,150.0,22,50,1,20,May,Sunday
8580,Air India,Delhi,Cochin,2,12383,500.0,10,55,19,15,June,Sunday
8581,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,May,Friday
8582,Air India,Mumbai,Hyderabad,1,12308,850.0,19,0,9,10,March,Wednesday
8583,SpiceJet,Chennai,Kolkata,0,3384,140.0,17,45,20,5,March,Monday
8584,Jet Airways,Banglore,New Delhi,1,9134,435.0,8,55,16,10,March,Friday
8585,IndiGo,Delhi,Cochin,1,7464,325.0,2,0,7,25,May,Saturday
8586,Multiple carriers,Delhi,Cochin,1,6093,540.0,7,10,16,10,April,Saturday
8587,Multiple carriers,Delhi,Cochin,1,15237,890.0,4,0,18,50,March,Sunday
8588,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,May,Wednesday
8589,Air India,Delhi,Cochin,0,6934,180.0,14,10,17,10,May,Friday
8590,Jet Airways,Kolkata,Banglore,1,13784,775.0,21,10,10,5,April,Monday
8591,Air Asia,Kolkata,Banglore,0,4409,155.0,10,20,12,55,June,Saturday
8592,Multiple carriers,Delhi,Cochin,1,15898,375.0,13,0,19,15,May,Monday
8593,Air India,Delhi,Cochin,2,11989,1560.0,17,15,19,15,May,Tuesday
8594,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,June,Monday
8595,Multiple carriers,Delhi,Cochin,1,11098,845.0,4,55,19,0,June,Saturday
8596,IndiGo,Delhi,Cochin,1,6794,480.0,17,30,1,30,May,Tuesday
8597,Jet Airways,Kolkata,Banglore,1,10844,730.0,21,10,9,20,May,Wednesday
8598,Multiple carriers,Delhi,Cochin,2,34608,630.0,15,5,1,35,March,Saturday
8599,Air India,Delhi,Cochin,0,6094,180.0,14,10,17,10,May,Wednesday
8600,IndiGo,Kolkata,Banglore,1,4565,315.0,15,15,20,30,May,Thursday
8601,Air India,Delhi,Cochin,3,10493,2280.0,5,15,19,15,May,Monday
8602,Air India,Delhi,Cochin,2,9653,1410.0,19,45,19,15,June,Thursday
8603,Air India,Banglore,New Delhi,2,12305,1670.0,6,45,10,35,March,Monday
8604,Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,May,Wednesday
8605,Multiple carriers,Delhi,Cochin,1,9794,395.0,6,0,12,35,May,Wednesday
8606,Multiple carriers,Delhi,Cochin,1,13377,480.0,17,30,1,30,May,Monday
8607,Jet Airways,Delhi,Cochin,1,12898,1005.0,2,15,19,0,May,Monday
8608,Multiple carriers,Delhi,Cochin,1,7155,470.0,11,25,19,15,June,Thursday
8609,Multiple carriers,Delhi,Cochin,1,13377,630.0,15,0,1,30,June,Monday
8610,Vistara,Banglore,Delhi,0,4668,170.0,11,30,14,20,May,Friday
8611,IndiGo,Banglore,New Delhi,1,8110,290.0,7,30,12,20,March,Friday
8612,Jet Airways,Banglore,Delhi,0,4544,180.0,8,20,11,20,April,Saturday
8613,Air India,Delhi,Cochin,2,9653,1595.0,16,40,19,15,June,Thursday
8614,Jet Airways,Kolkata,Banglore,1,14781,590.0,8,25,18,15,May,Wednesday
8615,Vistara,Banglore,Delhi,0,5969,170.0,11,30,14,20,April,Saturday
8616,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,April,Wednesday
8617,Jet Airways,Kolkata,Banglore,1,14151,395.0,17,0,23,35,June,Thursday
8618,Jet Airways,Kolkata,Banglore,1,13731,730.0,16,30,4,40,June,Sunday
8619,Jet Airways,Delhi,Cochin,1,15400,590.0,9,0,18,50,March,Sunday
8620,Jet Airways,Kolkata,Banglore,1,8066,1520.0,9,35,10,55,May,Thursday
8621,Jet Airways,Delhi,Cochin,2,21314,2230.0,5,40,18,50,March,Sunday
8622,Air India,Banglore,New Delhi,1,14069,700.0,11,5,22,45,March,Friday
8623,Jet Airways,Mumbai,Hyderabad,0,2470,90.0,15,50,17,20,March,Friday
8624,IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,April,Wednesday
8625,Air India,Banglore,New Delhi,1,9029,425.0,5,50,12,55,March,Friday
8626,IndiGo,Kolkata,Banglore,0,4804,155.0,4,40,7,15,May,Sunday
8627,Jet Airways,Delhi,Cochin,2,15129,1195.0,23,5,19,0,May,Thursday
8628,IndiGo,Mumbai,Hyderabad,0,2754,85.0,19,5,20,30,March,Sunday
8629,Jet Airways,Kolkata,Banglore,1,13364,665.0,21,10,8,15,April,Monday
8630,IndiGo,Kolkata,Banglore,1,6933,280.0,17,35,22,15,March,Sunday
8631,Jet Airways,Delhi,Cochin,2,15129,810.0,23,5,12,35,May,Saturday
8632,Multiple carriers,Delhi,Cochin,1,11200,455.0,11,25,19,0,June,Sunday
8633,Jet Airways,Mumbai,Hyderabad,0,3210,85.0,2,55,4,20,May,Wednesday
8634,Jet Airways,Mumbai,Hyderabad,0,8040,90.0,10,20,11,50,June,Tuesday
8635,Jet Airways,Delhi,Cochin,2,10919,830.0,14,35,4,25,June,Wednesday
8636,IndiGo,Delhi,Cochin,1,6442,515.0,7,35,16,10,June,Thursday
8637,IndiGo,Delhi,Cochin,0,4729,195.0,14,20,17,35,April,Monday
8638,IndiGo,Delhi,Cochin,1,6442,625.0,11,55,22,20,March,Wednesday
8639,SpiceJet,Kolkata,Banglore,0,3841,140.0,22,20,0,40,June,Wednesday
8640,Air India,Delhi,Cochin,2,10441,1410.0,19,45,19,15,June,Monday
8641,Multiple carriers,Delhi,Cochin,1,13587,660.0,10,0,21,0,June,Saturday
8642,Jet Airways,Kolkata,Banglore,1,11467,1080.0,20,25,14,25,May,Wednesday
8643,IndiGo,Chennai,Kolkata,0,7295,135.0,13,20,15,35,March,Sunday
8644,SpiceJet,Chennai,Kolkata,0,3597,135.0,9,45,12,0,May,Wednesday
8645,Multiple carriers,Delhi,Cochin,1,7787,755.0,6,40,19,15,May,Thursday
8646,IndiGo,Delhi,Cochin,1,14871,860.0,6,40,21,0,March,Wednesday
8647,IndiGo,Chennai,Kolkata,0,3540,165.0,15,40,18,25,June,Saturday
8648,IndiGo,Delhi,Cochin,1,6442,940.0,6,50,22,30,June,Saturday
8649,Air Asia,Banglore,Delhi,0,3383,165.0,11,10,13,55,June,Monday
8650,Air Asia,Kolkata,Banglore,0,4409,150.0,22,50,1,20,April,Thursday
8651,IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,May,Thursday
8652,Multiple carriers,Delhi,Cochin,1,8018,555.0,13,15,22,30,June,Monday
8653,Jet Airways,Kolkata,Banglore,1,11467,1120.0,20,25,15,5,April,Monday
8654,Vistara,Banglore,Delhi,0,4668,170.0,11,30,14,20,June,Thursday
8655,Jet Airways,Delhi,Cochin,2,13922,1525.0,17,35,19,0,June,Monday
8656,Air India,Mumbai,Hyderabad,0,3625,80.0,6,20,7,40,May,Monday
8657,Air Asia,Kolkata,Banglore,0,5989,150.0,19,55,22,25,May,Saturday
8658,IndiGo,Banglore,Delhi,0,4423,170.0,4,0,6,50,April,Sunday
8659,Jet Airways,Delhi,Cochin,0,9564,195.0,9,50,13,5,June,Tuesday
8660,Jet Airways,Kolkata,Banglore,1,8529,1545.0,16,30,18,15,June,Wednesday
8661,Air India,Kolkata,Banglore,0,4145,155.0,20,45,23,20,June,Thursday
8662,IndiGo,Kolkata,Banglore,0,4804,155.0,17,15,19,50,May,Friday
8663,IndiGo,Delhi,Cochin,1,6938,490.0,14,20,22,30,June,Saturday
8664,Jet Airways,Banglore,New Delhi,1,14815,1420.0,8,0,7,40,March,Wednesday
8665,Multiple carriers,Delhi,Cochin,1,15077,705.0,7,30,19,15,March,Wednesday
8666,Jet Airways,Delhi,Cochin,2,13014,560.0,9,40,19,0,June,Saturday
8667,Air India,Kolkata,Banglore,2,11201,875.0,5,50,20,25,June,Sunday
8668,Jet Airways,Kolkata,Banglore,1,12692,1295.0,20,25,18,0,June,Thursday
8669,Multiple carriers,Delhi,Cochin,1,9646,385.0,9,45,16,10,June,Saturday
8670,Jet Airways,Delhi,Cochin,1,16079,335.0,22,50,4,25,May,Friday
8671,Air India,Kolkata,Banglore,2,6117,1555.0,9,10,11,5,May,Wednesday
8672,Multiple carriers,Delhi,Cochin,1,6795,615.0,15,15,1,30,June,Sunday
8673,Air India,Mumbai,Hyderabad,0,3100,80.0,21,5,22,25,June,Saturday
8674,Jet Airways,Delhi,Cochin,1,15851,620.0,2,15,12,35,May,Thursday
8675,Vistara,Chennai,Kolkata,0,3687,135.0,7,5,9,20,June,Thursday
8676,IndiGo,Banglore,Delhi,0,4990,180.0,16,55,19,55,April,Friday
8677,Jet Airways,Delhi,Cochin,1,15554,1425.0,19,15,19,0,May,Thursday
8678,Multiple carriers,Delhi,Cochin,1,9526,795.0,6,0,19,15,June,Saturday
8679,IndiGo,Delhi,Cochin,0,6015,195.0,5,35,8,50,May,Saturday
8680,Air India,Kolkata,Banglore,2,10676,590.0,12,0,21,50,May,Wednesday
8681,Jet Airways,Delhi,Cochin,1,12898,1100.0,18,15,12,35,May,Monday
8682,Jet Airways,Delhi,Cochin,2,15129,1760.0,23,5,4,25,May,Monday
8683,Multiple carriers,Delhi,Cochin,1,13378,465.0,11,30,19,15,March,Thursday
8684,SpiceJet,Kolkata,Banglore,0,4174,145.0,9,0,11,25,June,Saturday
8685,Multiple carriers,Delhi,Cochin,1,9103,455.0,11,25,19,0,May,Tuesday
8686,IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,June,Sunday
8687,Vistara,Delhi,Cochin,0,6216,190.0,14,40,17,50,June,Sunday
8688,Vistara,Kolkata,Banglore,1,8610,385.0,17,0,23,25,April,Monday
8689,Jet Airways,Kolkata,Banglore,1,10539,1005.0,17,0,9,45,June,Thursday
8690,IndiGo,Delhi,Cochin,1,6674,625.0,11,55,22,20,March,Saturday
8691,Multiple carriers,Delhi,Cochin,1,7618,780.0,8,0,21,0,June,Monday
8692,IndiGo,Banglore,Delhi,0,3943,175.0,0,30,3,25,April,Sunday
8693,Vistara,Banglore,New Delhi,0,11913,155.0,16,0,18,35,March,Sunday
8694,IndiGo,Banglore,New Delhi,0,6860,170.0,18,55,21,45,March,Saturday
8695,Jet Airways,Delhi,Cochin,2,13292,810.0,5,30,19,0,June,Wednesday
8696,Multiple carriers,Delhi,Cochin,1,17057,795.0,2,15,15,30,March,Wednesday
8697,Jet Airways,Delhi,Cochin,2,13014,810.0,5,30,19,0,June,Thursday
8698,Air India,Delhi,Cochin,2,11552,2170.0,7,5,19,15,March,Sunday
8699,IndiGo,Chennai,Kolkata,0,6297,145.0,11,35,14,0,March,Tuesday
8700,IndiGo,Chennai,Kolkata,0,4332,145.0,11,35,14,0,March,Sunday
8701,Air India,Delhi,Cochin,0,5674,170.0,5,10,8,0,March,Thursday
8702,Multiple carriers,Delhi,Cochin,1,10711,730.0,7,5,19,15,May,Tuesday
8703,Jet Airways,Kolkata,Banglore,1,11467,505.0,9,35,18,0,April,Monday
8704,Air India,Kolkata,Banglore,2,12434,1335.0,16,50,15,5,May,Monday
8705,Air India,Delhi,Cochin,0,5201,185.0,18,5,21,10,June,Monday
8706,Vistara,Banglore,Delhi,0,4878,155.0,17,0,19,35,May,Saturday
8707,Jet Airways,Delhi,Cochin,2,13014,1375.0,5,30,4,25,June,Thursday
8708,SpiceJet,Chennai,Kolkata,0,3597,135.0,8,20,10,35,June,Thursday
8709,Air India,Banglore,New Delhi,2,12599,1580.0,8,50,11,10,March,Sunday
8710,Jet Airways,Kolkata,Banglore,1,10844,1660.0,18,55,22,35,May,Friday
8711,Jet Airways,Delhi,Cochin,1,12898,1005.0,2,15,19,0,May,Tuesday
8712,IndiGo,Banglore,Delhi,0,3943,170.0,13,0,15,50,June,Friday
8713,Multiple carriers,Delhi,Cochin,1,7198,750.0,13,0,1,30,June,Wednesday
8714,SpiceJet,Kolkata,Banglore,1,4963,315.0,15,5,20,20,May,Saturday
8715,IndiGo,Banglore,New Delhi,0,12649,170.0,16,55,19,45,March,Friday
8716,Multiple carriers,Delhi,Cochin,1,17267,450.0,8,0,15,30,March,Wednesday
8717,Jet Airways,Delhi,Cochin,1,12373,715.0,7,5,19,0,May,Thursday
8718,Jet Airways,Banglore,New Delhi,1,13502,785.0,11,40,0,45,March,Sunday
8719,Multiple carriers,Delhi,Cochin,1,11622,440.0,11,30,18,50,March,Thursday
8720,SpiceJet,Kolkata,Banglore,0,5515,140.0,22,20,0,40,March,Sunday
8721,Jet Airways,Kolkata,Banglore,1,9314,1080.0,20,25,14,25,May,Wednesday
8722,Multiple carriers,Delhi,Cochin,1,11789,520.0,10,20,19,0,June,Monday
8723,IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,April,Saturday
8724,Air India,Delhi,Cochin,2,10467,1210.0,13,15,9,25,June,Monday
8725,Multiple carriers,Delhi,Cochin,1,7408,480.0,13,0,21,0,June,Monday
8726,Air India,Delhi,Cochin,1,7480,1640.0,6,5,9,25,June,Saturday
8727,SpiceJet,Kolkata,Banglore,0,3841,140.0,22,20,0,40,April,Wednesday
8728,SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,May,Saturday
8729,Air India,Delhi,Cochin,3,10493,2280.0,5,15,19,15,June,Monday
8730,Multiple carriers,Delhi,Cochin,1,9103,455.0,11,25,19,0,May,Monday
8731,Jet Airways,Kolkata,Banglore,1,10844,345.0,14,5,19,50,May,Monday
8732,IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,June,Sunday
8733,Air Asia,Banglore,New Delhi,0,4482,165.0,23,25,2,10,March,Sunday
8734,Jet Airways,Kolkata,Banglore,1,8529,1655.0,6,30,10,5,June,Wednesday
8735,Air India,Delhi,Cochin,0,7931,180.0,14,10,17,10,March,Sunday
8736,Jet Airways,Kolkata,Banglore,1,9663,865.0,18,55,9,20,May,Saturday
8737,Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Saturday
8738,Air India,Kolkata,Banglore,2,10151,590.0,12,0,21,50,May,Saturday
8739,SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,May,Monday
8740,Multiple carriers,Delhi,Cochin,1,7530,390.0,19,0,1,30,June,Saturday
8741,Multiple carriers,Delhi,Cochin,1,6805,455.0,14,55,22,30,May,Thursday
8742,GoAir,Banglore,Delhi,0,3419,175.0,7,45,10,40,June,Tuesday
8743,Air Asia,Banglore,Delhi,0,7120,170.0,23,55,2,45,June,Sunday
8744,Jet Airways,Kolkata,Banglore,1,14151,1075.0,17,0,10,55,May,Tuesday
8745,Air India,Mumbai,Hyderabad,0,3100,80.0,6,20,7,40,June,Friday
8746,Jet Airways,Kolkata,Banglore,1,12121,1285.0,17,0,14,25,May,Friday
8747,SpiceJet,Mumbai,Hyderabad,0,2017,90.0,5,45,7,15,May,Monday
8748,SpiceJet,Mumbai,Hyderabad,0,2647,90.0,5,45,7,15,June,Saturday
8749,IndiGo,Delhi,Cochin,1,6147,320.0,17,5,22,25,June,Wednesday
8750,Jet Airways,Delhi,Cochin,2,14237,600.0,18,25,4,25,June,Saturday
8751,Jet Airways,Kolkata,Banglore,1,13044,730.0,21,10,9,20,June,Wednesday
8752,Jet Airways,Delhi,Cochin,1,15554,1005.0,2,15,19,0,May,Saturday
8753,SpiceJet,Banglore,Delhi,0,4423,170.0,9,30,12,20,April,Tuesday
8754,Air India,Delhi,Cochin,1,8372,640.0,21,0,7,40,June,Thursday
8755,Jet Airways,Kolkata,Banglore,1,10844,1655.0,20,0,23,35,May,Saturday
8756,Vistara,Kolkata,Banglore,1,9555,1550.0,17,0,18,50,May,Saturday
8757,Air India,Delhi,Cochin,2,8839,970.0,17,15,9,25,May,Wednesday
8758,Air India,Kolkata,Banglore,2,10151,1830.0,12,0,18,30,May,Monday
8759,Air India,Kolkata,Banglore,2,11432,1210.0,9,25,5,35,May,Sunday
8760,SpiceJet,Banglore,Delhi,0,4319,170.0,9,30,12,20,April,Monday
8761,Air India,Kolkata,Banglore,2,9626,1830.0,12,0,18,30,June,Thursday
